event_title,category,department,target_year,capacity,location,month,day_of_week,hour,event_tags,title_length,title_word_count,num_tags,is_weekend,time_of_day,is_workshop,dept_popularity,feature_version,success_rate
Machine Learning Talk,Sports,Science,4,378,Virtual,12,2,15,"football, basketball",21,3,2,0,afternoon,0,0.15675675675675677,v1.1,88
Environmental Quiz,Cultural,Computer,2,246,Seminar Room,9,1,12,"culture, fashion",18,2,2,0,afternoon,0,0.1918918918918919,v1.1,63
Street Play,Sports,Mechanical,3,225,Main Hall,10,1,11,"sports, football",11,2,2,0,morning,0,0.08468468468468468,v1.1,74
Physics Olympiad,Sports,Electrical,2,211,Open Ground,7,5,12,"cricket, basketball",16,2,2,1,afternoon,0,0.0945945945945946,v1.1,62
Resume Review,Professional,Civil,2,351,Main Hall,8,4,10,"career, linkedin",13,2,2,0,morning,0,0.1045045045045045,v1.1,35
Dance Battle,Technology,Science,2,239,Seminar Room,8,4,19,"code, ai",12,2,2,0,evening,0,0.15675675675675677,v1.1,77
Product Management,Academic,Management,4,221,Seminar Room,12,4,18,"science, chemistry",18,2,2,0,evening,0,0.34684684684684686,v1.1,96
Physics Olympiad,Cultural,Management,1,260,Open Ground,10,4,19,"music, fashion",16,2,2,0,evening,0,0.34684684684684686,v1.1,45
Basketball League,Academic,Management,3,109,Auditorium,10,0,16,"physics, math",17,2,2,0,afternoon,0,0.34684684684684686,v1.1,36
Startup Bootcamp,Professional,Mechanical,1,221,Open Ground,8,6,14,"linkedin, career",16,2,2,1,afternoon,0,0.08468468468468468,v1.1,58
Startup Stories,Technology,Management,2,92,Virtual,8,5,17,"cloud, tech",15,2,2,1,evening,0,0.34684684684684686,v1.1,63
Marathon,Professional,Computer,2,242,Seminar Room,8,3,15,"startup, career",8,1,2,0,afternoon,0,0.1918918918918919,v1.1,34
Industry Talk,Cultural,Science,1,225,Open Ground,12,3,12,"music, dance",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,82
Cultural Fest,Sports,Science,1,164,Virtual,10,3,11,"football, badminton",13,2,2,0,morning,0,0.15675675675675677,v1.1,89
Startup Bootcamp,Sports,Civil,4,392,Auditorium,11,2,17,"football, cricket",16,2,2,0,evening,0,0.1045045045045045,v1.1,60
Football Tournament,Sports,Science,4,116,Virtual,11,2,18,"sports, badminton",19,2,2,0,evening,0,0.15675675675675677,v1.1,53
Resume Workshop,Cultural,Mechanical,4,317,Auditorium,7,4,11,"culture, drama",15,2,2,0,morning,1,0.08468468468468468,v1.1,33
Linkedin Mastery,Cultural,Electrical,2,355,Virtual,9,0,17,"culture, drama",16,2,2,0,evening,0,0.0945945945945946,v1.1,52
Product Management,Technology,Computer,2,196,Seminar Room,12,3,15,"cloud, code",18,2,2,0,afternoon,0,0.1918918918918919,v1.1,48
Machine Learning Talk,Academic,Management,1,214,Virtual,8,1,19,"math, physics",21,3,2,0,evening,0,0.34684684684684686,v1.1,92
Ai Workshop,Professional,Electrical,4,164,Auditorium,8,3,19,"linkedin, networking",11,2,2,0,evening,1,0.0945945945945946,v1.1,43
Alumni Meet,Sports,Management,1,340,Auditorium,7,0,10,"sports, basketball",11,2,2,0,morning,0,0.34684684684684686,v1.1,53
Cricket Match,Academic,Management,4,189,Open Ground,12,5,12,"science, physics",13,2,2,1,afternoon,0,0.34684684684684686,v1.1,48
Cricket Match,Technology,Electrical,1,302,Auditorium,8,3,9,"tech, data",13,2,2,0,morning,0,0.0945945945945946,v1.1,57
Street Play,Academic,Civil,1,182,Auditorium,10,1,11,"quiz, science",11,2,2,0,morning,0,0.1045045045045045,v1.1,81
Linkedin Mastery,Cultural,Electrical,3,331,Main Hall,11,2,16,"music, dance",16,2,2,0,afternoon,0,0.0945945945945946,v1.1,55
Python Bootcamp,Academic,Computer,4,76,Auditorium,9,4,16,"english, physics",15,2,2,0,afternoon,0,0.1918918918918919,v1.1,49
Career Fair,Academic,Management,1,138,Virtual,8,2,10,"science, chemistry",11,2,2,0,morning,0,0.34684684684684686,v1.1,65
Environmental Quiz,Professional,Management,2,388,Auditorium,8,2,13,"resume, startup",18,2,2,0,afternoon,0,0.34684684684684686,v1.1,85
Music Jam,Academic,Civil,3,388,Auditorium,10,1,15,"math, english",9,2,2,0,afternoon,0,0.1045045045045045,v1.1,96
Cybersecurity 101,Technology,Mechanical,4,228,Auditorium,9,4,10,"cloud, ml",17,2,2,0,morning,0,0.08468468468468468,v1.1,62
Volleyball League,Technology,Electrical,3,243,Virtual,9,2,13,"ai, code",17,2,2,0,afternoon,0,0.0945945945945946,v1.1,86
Civil Model Making,Academic,Mechanical,1,104,Main Hall,9,1,10,"science, chemistry",18,3,2,0,morning,0,0.08468468468468468,v1.1,34
Science Quiz,Academic,Science,1,363,Open Ground,7,2,9,"english, math",12,2,2,0,morning,0,0.15675675675675677,v1.1,53
Django Workshop,Academic,Science,4,310,Seminar Room,12,5,13,"quiz, physics",15,2,2,1,afternoon,1,0.15675675675675677,v1.1,81
Cultural Night,Sports,Management,4,142,Open Ground,11,3,19,"badminton, football",14,2,2,0,evening,0,0.34684684684684686,v1.1,44
Startup Stories,Academic,Civil,3,236,Main Hall,12,6,17,"science, english",15,2,2,1,evening,0,0.1045045045045045,v1.1,79
Cloud Computing 101,Cultural,Computer,2,380,Virtual,9,6,15,"dance, music",19,3,2,1,afternoon,0,0.1918918918918919,v1.1,48
Festive Gala,Cultural,Electrical,1,388,Seminar Room,7,1,12,"dance, drama",12,2,2,0,afternoon,0,0.0945945945945946,v1.1,43
Cultural Fest,Sports,Civil,2,80,Seminar Room,11,5,10,"sports, badminton",13,2,2,1,morning,0,0.1045045045045045,v1.1,61
Badminton Championship,Sports,Computer,2,162,Auditorium,8,5,14,"basketball, football",22,2,2,1,afternoon,0,0.1918918918918919,v1.1,99
Tech Talk,Cultural,Civil,1,117,Auditorium,7,6,11,"fashion, drama",9,2,2,1,morning,0,0.1045045045045045,v1.1,47
Tech Talk,Professional,Electrical,2,350,Virtual,7,5,12,"career, startup",9,2,2,1,afternoon,0,0.0945945945945946,v1.1,35
Product Management,Academic,Science,1,385,Open Ground,10,6,14,"english, physics",18,2,2,1,afternoon,0,0.15675675675675677,v1.1,79
Art & Craft,Cultural,Mechanical,2,392,Virtual,11,5,12,"music, culture",11,3,2,1,afternoon,0,0.08468468468468468,v1.1,51
Django Workshop,Sports,Mechanical,3,91,Virtual,7,0,11,"badminton, cricket",15,2,2,0,morning,1,0.08468468468468468,v1.1,96
Web Dev Basics,Professional,Science,2,106,Main Hall,10,5,16,"startup, resume",14,3,2,1,afternoon,0,0.15675675675675677,v1.1,79
Basketball League,Professional,Science,2,159,Virtual,11,5,18,"linkedin, career",17,2,2,1,evening,0,0.15675675675675677,v1.1,55
Ai Workshop,Academic,Computer,1,257,Main Hall,8,6,12,"quiz, chemistry",11,2,2,1,afternoon,1,0.1918918918918919,v1.1,89
Resume Review,Professional,Electrical,1,243,Virtual,7,4,13,"linkedin, resume",13,2,2,0,afternoon,0,0.0945945945945946,v1.1,49
Open Mic Night,Academic,Science,3,316,Open Ground,7,2,9,"english, math",14,3,2,0,morning,0,0.15675675675675677,v1.1,93
Cultural Night,Professional,Electrical,2,371,Auditorium,9,3,18,"career, resume",14,2,2,0,evening,0,0.0945945945945946,v1.1,95
Django Workshop,Cultural,Computer,3,292,Virtual,10,6,17,"culture, dance",15,2,2,1,evening,1,0.1918918918918919,v1.1,65
Python Bootcamp,Sports,Mechanical,1,273,Virtual,7,1,13,"badminton, football",15,2,2,0,afternoon,0,0.08468468468468468,v1.1,53
Cultural Fest,Sports,Electrical,4,172,Auditorium,12,4,9,"badminton, football",13,2,2,0,morning,0,0.0945945945945946,v1.1,56
Career Fair,Technology,Management,3,212,Main Hall,12,5,11,"tech, ml",11,2,2,1,morning,0,0.34684684684684686,v1.1,92
Machine Learning Talk,Sports,Management,2,315,Auditorium,11,5,11,"badminton, cricket",21,3,2,1,morning,0,0.34684684684684686,v1.1,36
Ethical Hacking Workshop,Sports,Computer,2,347,Seminar Room,9,6,9,"football, basketball",24,3,2,1,morning,1,0.1918918918918919,v1.1,80
Elevator Pitch,Professional,Computer,2,57,Virtual,8,4,13,"resume, career",14,2,2,0,afternoon,0,0.1918918918918919,v1.1,85
Math Olympiad,Technology,Science,2,80,Main Hall,8,0,14,"cloud, code",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,65
Robotics Expo,Technology,Civil,4,381,Open Ground,10,3,19,"cloud, web",13,2,2,0,evening,0,0.1045045045045045,v1.1,94
Linkedin Mastery,Academic,Civil,4,233,Virtual,7,3,17,"quiz, physics",16,2,2,0,evening,0,0.1045045045045045,v1.1,35
Cultural Fest,Professional,Mechanical,3,188,Open Ground,10,4,13,"startup, linkedin",13,2,2,0,afternoon,0,0.08468468468468468,v1.1,72
Cloud Computing 101,Technology,Science,4,372,Seminar Room,9,0,14,"ai, tech",19,3,2,0,afternoon,0,0.15675675675675677,v1.1,37
Product Management,Academic,Electrical,1,335,Open Ground,10,6,15,"english, chemistry",18,2,2,1,afternoon,0,0.0945945945945946,v1.1,32
Marathon,Professional,Science,3,124,Main Hall,11,3,11,"resume, networking",8,1,2,0,morning,0,0.15675675675675677,v1.1,67
Internship Panel,Academic,Civil,1,124,Virtual,7,0,14,"quiz, math",16,2,2,0,afternoon,0,0.1045045045045045,v1.1,65
Resume Review,Cultural,Electrical,3,332,Open Ground,8,1,14,"dance, culture",13,2,2,0,afternoon,0,0.0945945945945946,v1.1,74
Physics Olympiad,Academic,Computer,2,78,Open Ground,8,1,15,"quiz, chemistry",16,2,2,0,afternoon,0,0.1918918918918919,v1.1,83
Festive Gala,Technology,Computer,3,86,Virtual,8,3,15,"code, data",12,2,2,0,afternoon,0,0.1918918918918919,v1.1,37
Art & Craft,Technology,Mechanical,1,256,Main Hall,7,1,10,"ai, web",11,3,2,0,morning,0,0.08468468468468468,v1.1,42
Ethical Hacking Workshop,Professional,Science,4,202,Open Ground,10,2,16,"career, resume",24,3,2,0,afternoon,1,0.15675675675675677,v1.1,70
Street Play,Professional,Science,2,260,Auditorium,10,3,19,"networking, career",11,2,2,0,evening,0,0.15675675675675677,v1.1,66
Web Dev Basics,Sports,Science,4,369,Open Ground,9,0,13,"basketball, badminton",14,3,2,0,afternoon,0,0.15675675675675677,v1.1,94
Startup Bootcamp,Professional,Computer,2,149,Seminar Room,10,0,9,"linkedin, resume",16,2,2,0,morning,0,0.1918918918918919,v1.1,30
Table Tennis Tournament,Technology,Science,1,308,Open Ground,8,4,17,"cloud, web",23,3,2,0,evening,0,0.15675675675675677,v1.1,80
Industry Talk,Academic,Management,4,216,Open Ground,11,1,12,"english, science",13,2,2,0,afternoon,0,0.34684684684684686,v1.1,69
Robotics Expo,Technology,Electrical,1,59,Virtual,7,0,14,"web, ai",13,2,2,0,afternoon,0,0.0945945945945946,v1.1,86
Ai Workshop,Technology,Civil,2,259,Auditorium,7,1,17,"ai, cloud",11,2,2,0,evening,1,0.1045045045045045,v1.1,69
Tug Of War,Cultural,Mechanical,2,109,Open Ground,7,4,14,"culture, fashion",10,3,2,0,afternoon,0,0.08468468468468468,v1.1,49
Open Mic Night,Cultural,Civil,4,358,Main Hall,8,4,9,"dance, fashion",14,3,2,0,morning,0,0.1045045045045045,v1.1,57
Data Science Panel,Technology,Science,1,381,Seminar Room,7,0,13,"web, ml",18,3,2,0,afternoon,0,0.15675675675675677,v1.1,76
Robotics Expo,Sports,Civil,2,54,Main Hall,12,5,10,"basketball, cricket",13,2,2,1,morning,0,0.1045045045045045,v1.1,84
Fashion Show,Technology,Mechanical,4,301,Seminar Room,8,3,13,"ml, code",12,2,2,0,afternoon,0,0.08468468468468468,v1.1,99
Ethical Hacking Workshop,Sports,Science,4,324,Auditorium,9,2,17,"sports, football",24,3,2,0,evening,1,0.15675675675675677,v1.1,72
Elevator Pitch,Sports,Science,2,212,Open Ground,12,0,11,"basketball, cricket",14,2,2,0,morning,0,0.15675675675675677,v1.1,63
Robotics Expo,Professional,Civil,1,315,Open Ground,7,2,15,"resume, networking",13,2,2,0,afternoon,0,0.1045045045045045,v1.1,39
Festive Gala,Sports,Electrical,2,164,Main Hall,11,6,17,"cricket, football",12,2,2,1,evening,0,0.0945945945945946,v1.1,72
Elevator Pitch,Sports,Management,3,337,Main Hall,7,0,15,"cricket, sports",14,2,2,0,afternoon,0,0.34684684684684686,v1.1,77
Blockchain Basics,Academic,Science,1,149,Auditorium,7,2,10,"chemistry, quiz",17,2,2,0,morning,0,0.15675675675675677,v1.1,56
Environmental Quiz,Sports,Science,2,330,Virtual,12,2,16,"football, cricket",18,2,2,0,afternoon,0,0.15675675675675677,v1.1,39
Festive Gala,Cultural,Civil,2,165,Virtual,10,0,11,"music, drama",12,2,2,0,morning,0,0.1045045045045045,v1.1,63
Dance Battle,Professional,Electrical,4,367,Auditorium,7,3,9,"startup, career",12,2,2,0,morning,0,0.0945945945945946,v1.1,47
Django Workshop,Sports,Mechanical,4,355,Virtual,12,1,10,"sports, cricket",15,2,2,0,morning,1,0.08468468468468468,v1.1,52
Fashion Show,Sports,Civil,4,149,Open Ground,9,5,13,"football, cricket",12,2,2,1,afternoon,0,0.1045045045045045,v1.1,41
Hackathon,Professional,Mechanical,3,315,Main Hall,8,3,17,"networking, startup",9,1,2,0,evening,0,0.08468468468468468,v1.1,64
Startup Stories,Technology,Computer,4,273,Virtual,11,5,12,"web, code",15,2,2,1,afternoon,0,0.1918918918918919,v1.1,85
Cloud Computing 101,Sports,Management,3,354,Seminar Room,8,0,13,"cricket, badminton",19,3,2,0,afternoon,0,0.34684684684684686,v1.1,98
Cloud Computing 101,Professional,Science,4,369,Seminar Room,8,4,15,"resume, startup",19,3,2,0,afternoon,0,0.15675675675675677,v1.1,59
English Debate,Academic,Computer,2,77,Seminar Room,10,2,17,"physics, english",14,2,2,0,evening,0,0.1918918918918919,v1.1,34
Robotics Expo,Academic,Management,3,395,Main Hall,12,5,12,"science, quiz",13,2,2,1,afternoon,0,0.34684684684684686,v1.1,69
Machine Learning Talk,Academic,Computer,3,270,Virtual,12,2,18,"physics, quiz",21,3,2,0,evening,0,0.1918918918918919,v1.1,94
Career Fair,Sports,Computer,4,384,Auditorium,12,1,17,"football, cricket",11,2,2,0,evening,0,0.1918918918918919,v1.1,51
Street Play,Professional,Electrical,1,105,Virtual,7,4,16,"career, resume",11,2,2,0,afternoon,0,0.0945945945945946,v1.1,63
Fashion Show,Academic,Science,4,79,Main Hall,9,2,14,"quiz, math",12,2,2,0,afternoon,0,0.15675675675675677,v1.1,81
Startup Bootcamp,Sports,Electrical,3,121,Main Hall,11,5,12,"football, sports",16,2,2,1,afternoon,0,0.0945945945945946,v1.1,86
Startup Bootcamp,Sports,Science,3,58,Open Ground,10,2,14,"football, basketball",16,2,2,0,afternoon,0,0.15675675675675677,v1.1,66
Resume Review,Cultural,Computer,4,244,Virtual,11,1,19,"drama, culture",13,2,2,0,evening,0,0.1918918918918919,v1.1,65
Event1,Technology,Computer Science,2,400,Eng. Auditorium,7,1,10,,6,1,1,0,morning,0,0.0018018018018018018,v1.1,82
Event2,Cultural,Science,2,400,Eng. Auditorium,7,2,10,,6,1,1,0,morning,0,0.15675675675675677,v1.1,82
Event3,Academic,Business,2,400,Eng. Auditorium,7,3,10,,6,1,1,0,morning,0,0.0036036036036036037,v1.1,82
Event4,Workshop,Arts,2,400,Eng. Auditorium,7,3,10,"ai,ml",6,1,2,0,morning,0,0.0036036036036036037,v1.1,82
Event5,Professional,Arts,2,400,Eng. Auditorium,7,3,10,,6,1,1,0,morning,0,0.0036036036036036037,v1.1,82
Event6,Professional,All Departments,2,400,Eng. Auditorium,7,3,10,,6,1,1,0,morning,0,0.0018018018018018018,v1.1,82
Event7,Academic,Arts,2,400,Eng. Auditorium,7,0,10,,6,1,1,0,morning,0,0.0036036036036036037,v1.1,82
Event8,Sports,All Departments,2,400,Eng. Auditorium,7,3,10,,6,1,1,0,morning,0,0.0018018018018018018,v1.1,82
Event10,Academic,Business,2,400,Eng. Auditorium,7,5,10,,7,1,1,1,morning,0,0.0036036036036036037,v1.1,82
Ai Innovation Summit,Tech,Computer Engineering,2,100,Unknown,8,6,10,,20,3,1,1,morning,0,0.0018018018018018018,v1.1,82
Ai & Machine Learning Workshop,Technology,Computer Engineering,2,150,Eng. Auditorium,7,1,10,,30,5,1,0,morning,1,0.0018018018018018018,v1.1,82
Cultural Diversity Festival,Cultural,Unknown,2,350,Unknown,7,6,10,,27,3,1,1,morning,0,0.0009009009009009009,v1.1,82
Made By New Organizer,Hackathon,All,2,134,Kjh,8,6,10,ai,21,4,1,1,morning,0,0.007207207207207207,v1.1,82
Hey,Professional,Science,2,50,Lkj,10,4,10,"gh,fgh",3,1,2,0,morning,0,0.15675675675675677,v1.1,82
Before Today Event,Seminar,Business,2,51,Eng. Auditorium,7,4,10,"mk,gh",18,3,2,0,morning,0,0.0036036036036036037,v1.1,82
Freshers' Night,Cultural,Computer Science,2,300,Auditorium,8,2,10,"fresher,welcome",15,2,2,0,morning,0,0.0018018018018018018,v1.1,30
Cricket Tournament,Sports,Arts,2,200,Open Ground,12,3,10,"cricket,sports",18,2,2,0,morning,0,0.0036036036036036037,v1.1,30
Entrepreneurship Summit,Professional,Business,2,200,Auditorium,10,6,10,"entrepreneurship,startup",23,2,2,1,morning,0,0.0036036036036036037,v1.1,30
